Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Quarter,Daily_Return_%,MA_30,Volatility_30
2012-12-04,6.816,6.96,6.71,6.78,6.78,6316500,2012,12,4,-2.0797227036395194,6.195600000000001,0.4380553893492664
2012-12-05,6.764,6.838,6.716,6.742,6.742,3307500,2012,12,4,-0.560471976401189,6.2354,0.43137827227748765
2012-12-06,6.764,6.96,6.7,6.78,6.78,3302000,2012,12,4,0.5636309700385755,6.275733333333333,0.4235139482565166
2012-12-07,6.86,6.898,6.77,6.834,6.834,3322000,2012,12,4,0.7964601769911317,6.314266666666667,0.4198271346501005
2012-12-10,6.886,6.96,6.836,6.914,6.914,4649000,2012,12,4,1.170617500731641,6.361933333333334,0.40315838706081725
2012-12-11,6.92,7.1,6.892,7.056,7.056,7863000,2012,12,4,2.0538038761932276,6.413666666666667,0.3885850843973571
2012-12-12,7.042,7.16,6.99,7.052,7.052,10319000,2012,12,4,-0.05668934240363743,6.4662,0.3631476758603428
2012-12-13,7.052,7.06,6.55,6.722,6.722,10756500,2012,12,4,-4.679523539421426,6.5027333333333335,0.32925557972739006
2012-12-14,6.756,6.88,6.718,6.762,6.762,5115000,2012,12,4,0.5950609937518392,6.533133333333334,0.3083494136844615
2012-12-17,6.754,6.9,6.75,6.88,6.88,4124500,2012,12,4,1.7450458444247419,6.5696666666666665,0.2801709248413338
2012-12-18,6.852,7.014,6.852,6.918,6.918,7769500,2012,12,4,0.552325581395352,6.5902666666666665,0.28237062137570873
2012-12-19,6.95,7.052,6.904,6.922,6.922,6494000,2012,12,4,0.05782017924254035,6.613333333333333,0.2801818785315774
2012-12-20,6.902,6.958,6.81,6.886,6.886,4606000,2012,12,4,-0.5200809014735519,6.6326,0.27832858279381345
2012-12-21,6.788,6.834,6.716,6.8,6.8,7462000,2012,12,4,-1.2489108335753785,6.650533333333334,0.2708586262283552
2012-12-24,6.728,6.87,6.71,6.856,6.856,1879000,2012,12,4,0.8235294117647118,6.676933333333333,0.2494721231518634
2012-12-26,6.792,6.9,6.7,6.718,6.718,3007000,2012,12,4,-2.0128354725787667,6.693733333333332,0.2336934232963516
2012-12-27,6.7,6.782,6.6,6.738,6.738,2805500,2012,12,4,0.29770765108663166,6.7076,0.22297140685719333
2012-12-28,6.676,6.73,6.604,6.644,6.644,2070500,2012,12,4,-1.395072721875934,6.719866666666666,0.20803045754019284
2012-12-31,6.6,6.794,6.6,6.774,6.774,2974500,2012,12,4,1.9566526189042754,6.7402,0.17970884498413467
2013-01-02,7.0,7.09,6.942,7.072,7.072,5974000,2013,1,1,4.399173309713622,6.7636666666666665,0.1753420958433187
2013-01-03,7.036,7.09,6.95,6.954,6.954,3710000,2013,1,1,-1.6685520361991002,6.776,0.17528144855321018
2013-01-04,6.96,6.96,6.784,6.88,6.88,3370000,2013,1,1,-1.064135749209083,6.785333333333333,0.17302687320352864
2013-01-07,6.96,6.96,6.78,6.868,6.868,2210000,2013,1,1,-0.17441860465116088,6.7978,0.1645795898017911
2013-01-08,6.9,6.9,6.622,6.736,6.736,6420000,2013,1,1,-1.921956901572519,6.808133333333333,0.14946888347228812
2013-01-09,6.802,6.838,6.68,6.728,6.728,3490000,2013,1,1,-0.11876484560570111,6.817266666666667,0.13472780562753642
2013-01-10,6.774,6.798,6.676,6.706,6.706,4612500,2013,1,1,-0.3269916765754943,6.826466666666666,0.11540953565263241
2013-01-11,6.808,6.808,6.422,6.582,6.582,7816000,2013,1,1,-1.8490903668356817,6.824333333333334,0.11938356998190816
2013-01-14,6.616,6.676,6.57,6.652,6.652,4625500,2013,1,1,1.0635065329687166,6.821466666666667,0.1225194518922197
2013-01-15,6.622,6.85,6.616,6.78,6.78,8121000,2013,1,1,1.9242333132892364,6.822,0.12229528989724178
2013-01-16,6.77,6.846,6.746,6.82,6.82,6891000,2013,1,1,0.5899705014749346,6.818533333333333,0.12076872549417388
2013-01-17,6.832,6.97,6.784,6.876,6.876,7183500,2013,1,1,0.8211143695014744,6.8217333333333325,0.12098416349302861
2013-01-18,6.948,6.956,6.764,6.904,6.904,17775500,2013,1,1,0.40721349621872793,6.827133333333333,0.12091796402108552
2013-01-22,6.912,7.11,6.852,7.038,7.038,9601000,2013,1,1,1.9409038238702214,6.835733333333334,0.12649626772020842
2013-01-23,7.004,7.248,6.992,7.2,7.2,7821500,2013,1,1,2.3017902813299296,6.847933333333333,0.14290820138468244
2013-01-24,7.2,7.544,7.168,7.398,7.398,9852000,2013,1,1,2.749999999999986,6.864066666666667,0.17446073233382214
2013-01-25,7.4,7.508,7.36,7.396,7.396,6439000,2013,1,1,-0.02703433360367047,6.8754,0.19695275120422542
2013-01-28,7.372,7.742,7.372,7.606,7.606,9930000,2013,1,1,2.839372633856141,6.893866666666667,0.23615303824274994
2013-01-29,7.62,7.688,7.426,7.59,7.59,7133000,2013,1,1,-0.21036024191427583,6.9228,0.2656954959191858
2013-01-30,7.57,7.6,7.486,7.504,7.504,4840500,2013,1,1,-1.133069828722011,6.947533333333333,0.28410861610860183
2013-01-31,7.574,7.574,7.386,7.502,7.502,4507000,2013,1,1,-0.026652452025588413,6.968266666666667,0.30119245002828654
2013-02-01,7.634,7.7,7.524,7.66,7.66,5503000,2013,2,1,2.1061050386563585,6.992999999999999,0.32633841119413
2013-02-04,7.68,7.684,7.518,7.548,7.548,5640000,2013,2,1,-1.4621409921671047,7.013866666666667,0.3413122479119853
2013-02-05,7.6,7.73,7.536,7.626,7.626,6551000,2013,2,1,1.0333863275039823,7.0385333333333335,0.3580806818479099
2013-02-06,7.636,7.878,7.58,7.834,7.834,9466000,2013,2,1,2.7275111460791868,7.0729999999999995,0.3832106650305085
2013-02-07,7.838,7.936,7.79,7.896,7.896,5983000,2013,2,1,0.791422006637732,7.107666666666666,0.409071643108422
2013-02-08,7.89,8.0,7.828,7.848,7.848,5699000,2013,2,1,-0.6079027355623157,7.145333333333334,0.423716669594172
2013-02-11,7.596,7.83,7.5,7.684,7.684,16331500,2013,2,1,-2.0897043832823647,7.176866666666667,0.42754106343082837
2013-02-12,7.69,7.774,7.458,7.578,7.578,11306500,2013,2,1,-1.3794898490369634,7.208,0.42136199524222256
2013-02-13,7.66,7.8,7.61,7.69,7.69,4834000,2013,2,1,1.477962523093157,7.238533333333334,0.4220161570149108
2013-02-14,7.728,7.75,7.642,7.654,7.654,4953500,2013,2,1,-0.4681404421326474,7.257933333333333,0.42743904048806586
2013-02-15,7.7,7.702,7.39,7.408,7.408,10088000,2013,2,1,-3.214005748628157,7.273066666666666,0.42433289902555005
2013-02-19,7.472,7.858,7.462,7.856,7.856,13507000,2013,2,1,6.047516198704095,7.3056,0.43052699062335037
2013-02-20,7.86,7.93,7.692,7.708,7.708,15610000,2013,2,1,-1.8839103869653706,7.333600000000001,0.42839569204830225
2013-02-21,7.298,7.478,6.908,7.032,7.032,45189000,2013,2,1,-8.77010897768552,7.343466666666667,0.41742558563204607
2013-02-22,7.144,7.278,7.12,7.222,7.222,12736500,2013,2,1,2.7019340159271987,7.359933333333333,0.4017590574335719
2013-02-25,7.23,7.35,6.868,6.876,6.876,14447000,2013,2,1,-4.790916643589038,7.365600000000001,0.39332794073844335
2013-02-26,6.892,6.992,6.76,6.886,6.886,13814500,2013,2,1,0.14543339150667745,7.375733333333333,0.37597715753557837
2013-02-27,6.882,7.082,6.88,7.02,7.02,9796000,2013,2,1,1.9459773453383677,7.388000000000001,0.35707856761265233
2013-02-28,7.178,7.22,6.874,6.966,6.966,9824500,2013,2,1,-0.7692307692307554,7.3942,0.3476479987494686
2013-03-01,7.0,7.016,6.85,6.93,6.93,7733000,2013,3,1,-0.5167958656330796,7.397866666666667,0.3419158732317702
2013-03-04,6.954,7.166,6.94,7.116,7.116,8788500,2013,3,1,2.6839826839826886,7.405866666666666,0.33194678980884246
2013-03-05,7.2,7.384,7.158,7.33,7.33,10435000,2013,3,1,3.007307476110177,7.420066666666667,0.31858024846602145
2013-03-06,7.402,7.576,7.394,7.538,7.538,5750000,2013,3,1,2.8376534788540297,7.436733333333334,0.3108890403380722
2013-03-07,7.546,7.73,7.376,7.646,7.646,5791500,2013,3,1,1.4327407800477587,7.4516,0.30984018127264157
2013-03-08,7.612,7.888,7.472,7.694,7.694,4560500,2013,3,1,0.6277792309704378,7.461466666666667,0.312773547401394
2013-03-11,7.774,7.888,7.73,7.82,7.82,7897500,2013,3,1,1.637639719261763,7.4756,0.3192263924790708
2013-03-12,7.78,7.876,7.77,7.824,7.824,6375500,2013,3,1,0.0511508951406503,7.482866666666666,0.32473084168316896
2013-03-13,7.8,7.898,7.762,7.796,7.796,4110000,2013,3,1,-0.35787321063394106,7.489733333333334,0.3292213314132315
2013-03-14,7.78,7.782,7.354,7.37,7.37,10105000,2013,3,1,-5.464340687532065,7.485266666666666,0.3299293480620861
2013-03-15,7.328,7.33,7.042,7.058,7.058,16398000,2013,3,1,-4.233378561736778,7.470466666666667,0.33898700344670496
2013-03-18,7.06,7.212,6.984,7.03,7.03,6580500,2013,3,1,-0.39671294984414684,7.449466666666667,0.3462763231207873
2013-03-19,7.05,7.12,6.988,7.016,7.016,5492500,2013,3,1,-0.19914651493598834,7.431733333333333,0.35457900567348377
2013-03-20,7.052,7.214,7.032,7.19,7.19,7115000,2013,3,1,2.4800456100342094,7.417199999999999,0.3552765217356476
2013-03-21,7.19,7.412,7.148,7.202,7.202,5731500,2013,3,1,0.16689847009734304,7.396133333333333,0.3483802652209656
2013-03-22,7.24,7.36,7.24,7.324,7.324,2201000,2013,3,1,1.6939738961399664,7.377066666666667,0.3354937620401367
2013-03-25,7.42,7.704,7.354,7.506,7.506,11894000,2013,3,1,2.4849808847624333,7.365666666666667,0.3245725394012269
2013-03-26,7.596,7.644,7.532,7.572,7.572,9041000,2013,3,1,0.8792965627497873,7.361933333333334,0.32141346594687287
2013-03-27,7.588,7.676,7.462,7.632,7.632,6481500,2013,3,1,0.7923930269413626,7.363733333333332,0.32281337977374347
2013-03-28,7.646,7.648,7.55,7.578,7.578,5793500,2013,3,1,-0.7075471698113178,7.359999999999999,0.31954105019331747
2013-04-01,8.472,9.336,8.34,8.786,8.786,70492500,2013,4,2,15.940881499076266,7.397733333333333,0.4096008934976229
2013-04-02,8.72,9.1,8.702,8.868,8.868,33262000,2013,4,2,0.9333029820168592,7.4464,0.4897550126479787
2013-04-03,8.62,8.694,8.042,8.22,8.22,28218000,2013,4,2,-7.307171853856564,7.458533333333334,0.5045382821560208
2013-04-04,8.222,8.45,8.162,8.402,8.402,11324000,2013,4,2,2.214111922141093,7.4816666666666665,0.531557524919815
2013-04-05,8.4,8.4,8.1,8.274,8.274,7762000,2013,4,2,-1.5234467983813338,7.523066666666667,0.543558576822049
2013-04-08,8.394,8.51,8.302,8.366,8.366,8395000,2013,4,2,1.1119168479574615,7.5611999999999995,0.5615401481025776
2013-04-09,8.36,8.366,8.066,8.1,8.1,8480500,2013,4,2,-3.179536218025336,7.602,0.5544602843275455
2013-04-10,8.14,8.402,8.122,8.372,8.372,10605500,2013,4,2,3.358024691358019,7.651533333333333,0.5546666431808414
2013-04-11,8.412,8.91,8.35,8.718,8.718,17237000,2013,4,2,4.132823698041088,7.708133333333333,0.5742883892462224
2013-04-12,8.65,9.028,8.61,8.75,8.75,15747000,2013,4,2,0.3670566643725559,7.767600000000001,0.5870159252965435
2013-04-15,8.7,8.76,8.502,8.66,8.66,8407000,2013,4,2,-1.0285714285714231,7.825266666666667,0.586870245503642
2013-04-16,8.838,9.228,8.782,9.118,9.118,15902000,2013,4,2,5.288683602771371,7.8919999999999995,0.6165136685007969
2013-04-17,9.1,9.19,8.908,9.09,9.09,10592500,2013,4,2,-0.30708488703663495,7.950666666666667,0.6443037050707155
2013-04-18,9.196,9.52,9.078,9.394,9.394,16839500,2013,4,2,3.3443344334433522,8.012533333333332,0.6907463097026668
2013-04-19,9.492,9.976,9.414,9.566,9.566,15058500,2013,4,2,1.8309559293165911,8.076533333333334,0.7426145671896938
2013-04-22,9.72,10.04,9.55,10.038,10.038,19697000,2013,4,2,4.934141752038457,8.154666666666666,0.8202331600110103
2013-04-23,10.2,10.584,10.132,10.202,10.202,18669000,2013,4,2,1.633791591950584,8.234066666666667,0.8982959320898848
2013-04-24,10.18,10.21,9.796,10.086,10.086,13150000,2013,4,2,-1.137031954518719,8.309466666666667,0.9557823923933919
2013-04-25,10.1,10.48,10.1,10.4,10.4,13979500,2013,4,2,3.1132262542137523,8.396266666666666,1.023394181425102
2013-04-26,10.626,10.748,10.124,10.24,10.24,18110500,2013,4,2,-1.538461538461544,8.491933333333332,1.0577187532229837
2013-04-29,10.352,10.998,10.24,10.988,10.988,18198500,2013,4,2,7.304687499999996,8.622933333333332,1.1157748794489144
2013-04-30,11.2,11.636,10.752,10.798,10.798,27613000,2013,4,2,-1.7291590826356007,8.748533333333334,1.142047034883022
2013-05-01,11.198,11.198,10.6,10.656,10.656,13714000,2013,5,2,-1.3150583441377983,8.869866666666667,1.1449887134915504
2013-05-02,10.77,11.054,10.74,10.822,10.822,15252000,2013,5,2,1.5578078078077873,8.990933333333334,1.153228360115533
2013-05-03,11.294,11.294,10.9,10.91,10.91,16893500,2013,5,2,0.8131583810755849,9.114533333333332,1.1535904889049688
2013-05-06,11.278,11.932,11.1,11.9,11.9,21833500,2013,5,2,9.074243813015581,9.267066666666667,1.2098330159310564
2013-05-07,12.4,12.474,11.024,11.102,11.102,49955000,2013,5,2,-6.705882352941172,9.386933333333333,1.207473364690434
2013-05-08,11.5,11.64,11.142,11.158,11.158,33849500,2013,5,2,0.5044136191677095,9.506466666666666,1.1990774250499534
2013-05-09,14.024,15.154,12.738,13.88,13.88,143025000,2013,5,2,24.39505287685966,9.714733333333333,1.3897250021530367
2013-05-10,13.93,16.200001,13.85,15.352,15.352,125413000,2013,5,2,10.605187319884713,9.973866666666668,1.6733960459009245
2013-05-13,16.198,17.6,15.83,17.559999,17.559999,112084500,2013,5,2,14.382484366857739,10.266333300000001,2.15582330924099
2013-05-14,18.844,19.424,16.23,16.648001,16.648001,185819500,2013,5,2,-5.193610774123625,10.525666666666666,2.432058747891496
2013-05-15,16.360001,17.375999,15.622,16.968,16.968,84393500,2013,5,2,1.9221466889628225,10.817266666666667,2.659848492202407
2013-05-16,18.940001,19.0,17.732,18.450001,18.450001,108070000,2013,5,2,8.734093587930225,11.152200033333333,2.9608289587814447
2013-05-17,18.5,18.888,17.5,18.299999,18.299999,95011000,2013,5,2,-0.8130189261236431,11.486400000000001,3.182305831094951
2013-05-20,18.224001,18.5,17.726,17.988001,17.988001,41742000,2013,5,2,-1.704907196989458,11.807133366666667,3.3380402277715238
2013-05-21,17.700001,17.997999,17.056,17.518,17.518,44991000,2013,5,2,-2.6128584271259525,12.1210667,3.4192527923234595
2013-05-22,17.274,18.191999,17.1,17.448,17.448,42840000,2013,5,2,-0.39958899417742444,12.423600033333335,3.4771288433518324
2013-05-23,16.962,18.601999,16.610001,18.546,18.546,60111000,2013,5,2,6.29298486932599,12.751200033333333,3.5774918094299286
2013-05-24,18.52,19.59,18.4,19.416,19.416,80621000,2013,5,2,4.6910384988676945,13.106733366666667,3.694230450894684
2013-05-28,20.309999,22.15,20.059999,22.066,22.066,98459500,2013,5,2,13.64853728883395,13.553600033333334,3.9404058365500307
2013-05-29,22.709999,22.98,19.799999,20.926001,20.926001,125497500,2013,5,2,-5.166314692286777,13.94720006666667,4.069682972127919
2013-05-30,20.492001,21.908001,20.24,20.99,20.99,80668500,2013,5,2,0.3058348319872506,14.343866733333332,4.1588939610364175
2013-05-31,21.252001,21.288,19.546,19.552,19.552,75860000,2013,5,2,-6.850881372081941,14.682466733333333,4.155509608321888
2013-06-03,19.524,19.524,17.65,18.518,18.518,95698000,2013,6,2,-5.288461538461531,14.980866733333334,4.096429689574563
2013-06-04,18.549999,19.284,18.48,18.968,18.968,44280500,2013,6,2,2.4300680419051757,15.278533399999999,4.04904623361475
2013-06-05,18.732,19.594,17.822001,19.073999,19.073999,61124000,2013,6,2,0.558830662167864,15.5742667,3.9890328482760964
2013-06-06,19.049999,19.854,19.021999,19.469999,19.469999,47554500,2013,6,2,2.076124676319857,15.887066666666666,3.910990054928239
2013-06-07,19.6,20.58,19.34,20.408001,20.408001,53558000,2013,6,2,4.817678727153485,16.2206667,3.853219568537047
2013-06-10,19.785999,20.504,19.714001,20.01,20.01,46143000,2013,6,2,-1.9502204062024409,16.546333366666666,3.7415681739355504
2013-06-11,19.636,19.736,18.809999,18.893999,18.893999,36970000,2013,6,2,-5.577216391804097,16.809866666666668,3.6127819527753684
2013-06-12,19.360001,20.096001,19.15,19.546,19.546,45963500,2013,6,2,3.450836426952275,17.101466666666667,3.46064862223475
2013-06-13,19.799999,19.856001,19.024,19.636,19.636,29808000,2013,6,2,0.46045226644837456,17.4008,3.2668575169420184
2013-06-14,20.0,20.504,19.865999,20.059999,20.059999,32823500,2013,6,2,2.159294153595437,17.7087333,3.053795972500518
2013-06-17,20.719999,20.950001,20.24,20.440001,20.440001,35331000,2013,6,2,1.894327113376204,18.026400000000002,2.807957351847382
2013-06-18,20.35,20.796,19.84,20.677999,20.677999,43976500,2013,6,2,1.1643737199425797,18.31899996666667,2.5969734923960233
2013-06-19,20.412001,21.334,20.402,20.936001,20.936001,42894500,2013,6,2,1.2477126050736365,18.6468,2.252384853500087
2013-06-20,20.93,21.426001,19.889999,20.129999,20.129999,50532500,2013,6,2,-3.849837416419688,18.94586663333333,1.767117432805451
2013-06-21,20.74,20.74,19.5,19.91,19.91,58593000,2013,6,2,-1.0928912614451725,19.14686663333333,1.4926594528168693
2013-06-24,19.299999,20.573999,19.059999,20.298,20.298,35599000,2013,6,2,1.948769462581601,19.3117333,1.3225054559584555
2013-06-25,20.620001,20.84,20.110001,20.48,20.48,29243500,2013,6,2,0.8966400630604054,19.409066666666668,1.2963298357244106
2013-06-26,20.76,21.174,20.532,21.143999,21.143999,33013000,2013,6,2,3.2421826171874946,19.558933266666667,1.2239896170736986
2013-06-27,21.35,22.049999,21.226,21.85,21.85,43724500,2013,6,2,3.3390135896241846,19.721666600000002,1.1917526118741342
2013-06-28,21.714001,21.888,21.341999,21.472,21.472,28743000,2013,6,2,-1.7299771167048061,19.8223999,1.2081629261905973
2013-07-01,21.872,23.554001,21.83,23.436001,23.436001,54518000,2013,7,3,9.146800484351703,19.99359996666667,1.3415276489654178
2013-07-02,23.65,24.378,23.1,23.563999,23.563999,60320500,2013,7,3,0.5461597309199595,20.17946656666667,1.4369523161465396
2013-07-03,23.6,23.85,22.854,23.048,23.048,24033500,2013,7,3,-2.1897768710650523,20.3637999,1.4384599433112804
2013-07-05,23.664,24.056,23.139999,24.018,24.018,34093500,2013,7,3,4.208608122179802,20.5827999,1.4787961385325163
2013-07-08,24.274,24.436001,23.764,24.322001,24.322001,39071000,2013,7,3,1.265721542176701,20.775333266666667,1.5772007140109514
2013-07-09,24.927999,25.063999,24.382,24.690001,24.690001,43016500,2013,7,3,1.5130334054340278,20.9511333,1.7088912281213975
2013-07-10,24.638,24.65,24.158001,24.454,24.454,28000500,2013,7,3,-0.9558565833998833,21.030733299999998,1.8149383025151204
2013-07-11,24.976,25.218,24.469999,25.122,25.122,37418000,2013,7,3,2.7316594422180485,21.170599933333335,1.9622879355524232
2013-07-12,25.1,25.988001,24.902,25.98,25.98,56720000,2013,7,3,3.4153331741103354,21.33693326666667,2.1490523464880114
2013-07-15,26.606001,26.652,25.364,25.452,25.452,49612000,2013,7,3,-2.032332563510386,21.533599933333335,2.2477713696047013
2013-07-16,25.256001,25.264,21.459999,21.809999,21.809999,161859500,2013,7,3,-14.309292000628638,21.643333233333333,2.174643207696941
2013-07-17,21.304001,24.323999,20.9,24.049999,24.049999,130145000,2013,7,3,10.27051858186696,21.812733200000004,2.1569203867180495
2013-07-18,24.194,24.546,23.236,23.806,23.806,56990500,2013,7,3,-1.0145488987338358,21.97046656666667,2.1224815839621103
2013-07-19,23.700001,24.110001,23.302,23.936001,23.936001,29451500,2013,7,3,0.5460850205830425,22.1193333,2.0975277942456527
2013-07-22,23.978001,25.336,23.976,24.486,24.486,48989000,2013,7,3,2.297789843842324,22.255266600000002,2.1148667500843423
2013-07-23,24.799999,25.112,24.364,24.548,24.548,38682000,2013,7,3,0.2532059135832654,22.406533266666667,2.111023088725429
2013-07-24,24.893999,24.9,23.912001,24.34,24.34,34345000,2013,7,3,-0.847319537233171,22.588066633333334,2.0312040058735232
2013-07-25,24.08,24.950001,24.038,24.813999,24.813999,26421500,2013,7,3,1.9474075595727225,22.7636666,1.98636252847499
2013-07-26,25.628,26.136,25.322001,25.878,25.878,48165500,2013,7,3,4.287906193596602,22.971733266666668,1.9743306921205217
2013-07-29,25.864,27.073999,25.65,26.924,26.924,48394500,2013,7,3,4.042043434577636,23.200533300000004,2.0224021310258267
2013-07-30,26.959999,27.497999,25.636,26.348,26.348,65635000,2013,7,3,-2.139355222106676,23.397466599999998,2.0319493555031074
2013-07-31,26.514,26.993999,26.290001,26.856001,26.856001,31758500,2013,7,3,1.9280438742978578,23.6034,2.0597072651732966
2013-08-01,27.0,27.304001,26.525999,27.110001,27.110001,26618000,2013,8,3,0.9457848918012823,23.809199999999997,2.092186205829404
2013-08-02,26.917999,27.65,26.722,27.6,27.6,31349500,2013,8,3,1.8074473696994664,24.058200033333332,2.083710753469606
2013-08-05,28.002001,28.978001,27.93,28.936001,28.936001,51003500,2013,8,3,4.840583333333326,24.359066733333336,2.1154882067856224
2013-08-06,28.950001,29.146,28.219999,28.43,28.43,46272500,2013,8,3,-1.7486901524505827,24.6301334,2.0981053912761216
2013-08-07,28.378,28.389999,26.472,26.846001,26.846001,91061000,2013,8,3,-5.571575800211037,24.842333433333334,1.9826396294933661
2013-08-08,30.870001,31.775999,30.091999,30.695999,30.695999,136234000,2013,8,3,14.341048411642387,25.160733433333334,2.129766891067159
2013-08-09,30.48,31.190001,30.25,30.6,30.6,44638500,2013,8,3,-0.31274108394386824,25.4524001,2.2561325230214875
2013-08-12,29.886,30.1,28.41,29.476,29.476,74561000,2013,8,3,-3.6732026143790897,25.719200100000002,2.242413946227437
2013-08-13,29.9,29.968,28.889999,29.086,29.086,43744500,2013,8,3,-1.323110327045729,25.907533400000002,2.2809741518479547
2013-08-14,28.544001,28.968,27.610001,27.872,27.872,58469000,2013,8,3,-4.173829333700052,26.051133433333334,2.263890424817943
2013-08-15,27.285999,28.719999,27.0,27.934,27.934,50896000,2013,8,3,0.22244546498277895,26.2140001,2.2156294767419156
2013-08-16,28.326,28.782,28.194,28.4,28.4,35540500,2013,8,3,1.668217942292527,26.360066766666662,2.2103012773132793
2013-08-19,28.686001,29.476,28.566,28.98,28.98,40188500,2013,8,3,2.042253521126769,26.5153334,2.225747659066457
2013-08-20,29.73,29.955999,29.4,29.916,29.916,32091000,2013,8,3,3.2298136645962705,26.68953336666667,2.2817639328743504
2013-08-21,30.0,30.062,29.25,29.572001,29.572001,31331500,2013,8,3,-1.1498830057494303,26.860133400000002,2.300111180207531
2013-08-22,29.844,31.496,29.628,31.42,31.42,52962000,2013,8,3,6.249151012811072,27.07006673333333,2.420273191750095
2013-08-23,31.4,32.459999,31.0,32.368,32.368,64659500,2013,8,3,3.017186505410563,27.283000066666666,2.595709859988617
2013-08-26,33.029999,34.599998,32.049999,32.844002,32.844002,120855500,2013,8,3,1.4705944142362926,27.529400133333333,2.7614612081089476
2013-08-27,32.459999,33.759998,32.189999,33.402,33.402,87834500,2013,8,3,1.6989342528964668,27.915800166666667,2.7445312545573626
2013-08-28,33.812,34.299999,32.650002,33.290001,33.290001,73700500,2013,8,3,-0.33530626908570005,28.223800233333332,2.813347479150449
2013-08-29,32.844002,33.549999,32.501999,33.212002,33.212002,47180000,2013,8,3,-0.23430158503149334,28.537333633333333,2.8281156105392196
2013-08-30,33.273998,33.841999,32.792,33.799999,33.799999,55142000,2013,8,3,1.7704352781864774,28.86613356666667,2.848042292915509
2013-09-03,34.68,34.740002,33.279999,33.787998,33.787998,60305500,2013,9,3,-0.03550591821023241,29.176200166666668,2.8610580554923506
2013-09-04,33.953999,34.324001,33.112,34.124001,34.124001,57378500,2013,9,3,0.9944448321560717,29.495400200000002,2.8610811748010825
2013-09-05,34.02,34.299999,33.650002,33.986,33.986,33426500,2013,9,3,-0.404410373801134,29.816933533333334,2.8031608020571444
2013-09-06,33.714001,33.939999,33.029999,33.394001,33.394001,43098500,2013,9,3,-1.7418907785558546,30.102933600000004,2.711315882052068
2013-09-09,32.624001,32.900002,31.702,32.139999,32.139999,71722500,2013,9,3,-3.7551714752598775,30.3116669,2.6141410164280128
2013-09-10,32.290001,33.5,32.125999,33.273998,33.273998,44839000,2013,9,3,3.5283106262697705,30.5233335,2.587325209111233
2013-09-11,33.282001,33.580002,32.425999,32.703999,32.703999,29162500,2013,9,3,-1.713046325241696,30.735200133333333,2.4921156257453507
2013-09-12,32.799999,33.352001,32.102001,32.986,32.986,30800000,2013,9,3,0.8622829275404253,30.939533433333335,2.4131387463826672
2013-09-13,32.554001,33.273998,32.431999,33.108002,33.108002,27006000,2013,9,3,0.36985994058085225,31.1394668,2.332023365966334
2013-09-16,33.599998,34.169998,33.169998,33.316002,33.316002,37874500,2013,9,3,0.6282469114264222,31.330000199999997,2.265422601635636
2013-09-17,33.015999,33.683998,32.672001,33.245998,33.245998,27484500,2013,9,3,-0.2101212504429517,31.473666766666664,2.2449380629250166
2013-09-18,33.414001,33.490002,32.84,33.243999,33.243999,27198500,2013,9,3,-0.0060127537756526905,31.6341334,2.1912863715508024
2013-09-19,34.16,36.094002,33.816002,35.584,35.584,77973000,2013,9,3,7.038867375732982,31.925400033333336,2.1122017408647475
2013-09-20,35.779999,37.166,35.712002,36.678001,36.678001,67008500,2013,9,3,3.0744182778776885,32.1248001,2.268703617967986
2013-09-23,36.896,37.096001,35.422001,36.222,36.222,40867000,2013,9,3,-1.2432547782525005,32.3122001,2.3684123589213466
2013-09-24,35.827999,36.992001,35.529999,36.466,36.466,31367000,2013,9,3,0.6736237645629695,32.5452001,2.422974010113291
2013-09-25,36.712002,37.259998,36.099998,37.048,37.048,41263500,2013,9,3,1.5960072396204783,32.8106001,2.466669647621724
2013-09-26,37.34,37.936001,37.122002,37.728001,37.728001,33072000,2013,9,3,1.835459404016393,33.139133466666664,2.44245743151167
2013-09-27,37.504002,38.256001,37.285999,38.18,38.18,29582000,2013,9,3,1.198046511926254,33.4806668,2.4055963581026436
2013-09-30,37.799999,38.900002,37.599998,38.674,38.674,44623500,2013,9,3,1.2938711367207922,33.82313346666667,2.388614902101152
2013-10-01,38.792,38.846001,37.674,38.599998,38.599998,38779500,2013,10,4,-0.19134819258416202,34.14380006666667,2.361593809484396
2013-10-02,37.717999,38.366001,35.080002,36.189999,36.189999,103877000,2013,10,4,-6.243521048887102,34.35293336666667,2.249422675854903
2013-10-03,35.009998,35.938,33.599998,34.661999,34.661999,119082500,2013,10,4,-4.222160934572006,34.52259996666667,2.06039645901443
2013-10-04,35.279999,36.236,34.529999,36.195999,36.195999,72070000,2013,10,4,4.4255958809530815,34.68179993333333,1.9959059162683737
2013-10-07,36.492001,37.346001,36.051998,36.613998,36.613998,57428000,2013,10,4,1.1548210065980058,34.8233332,1.9766249678419958
2013-10-08,36.880001,37.186001,34.641998,34.945999,34.945999,68786000,2013,10,4,-4.555631974415908,34.89339976666667,1.940976974295884
2013-10-09,34.945999,34.998001,32.299999,33.756001,33.756001,76582500,2013,10,4,-3.4052481945071933,34.9051998,1.9326556884643862
2013-10-10,34.618,35.150002,33.938,34.585999,34.585999,44419500,2013,10,4,2.458816137610631,34.94839973333333,1.9096543942101492
